,mean rating,number of ratings,title
3498,2.5,3,Jobs (2013)
3499,1.5,1,Lee Daniels' The Butler (2013)
3500,4.0,2,In a World... (2013)
3501,3.933333333333333,15,About Time (2013)
3502,3.25,2,Justice League: Crisis on Two Earths (2010)
3503,3.75,2,You're Next (2011)
3504,0.5,1,Maria Bamford: The Special Special Special! (2012)
3505,1.0,1,Getaway (2013)
3506,3.578125,32,Gravity (2013)
3507,2.6666666666666665,3,What If (2013)
3508,4.0,2,"History of Future Folk, The (2012)"
3509,4.15625,16,Prisoners (2013)
3510,3.1666666666666665,3,Austenland (2013)
3511,3.0,2,Insidious: Chapter 2 (2013)
3512,3.8181818181818183,11,Rush (2013)
3513,3.5,3,"Family, The (2013)"
3514,3.75,2,Short Term 12 (2013)
3515,2.5,4,"To Do List, The (2013)"
3516,1.0,1,Inescapable (2012)
3517,4.125,4,Nebraska (2013)
3518,3.0,2,Enough Said (2013)
3519,3.125,8,Don Jon (2013)
3520,3.5,1,Mood Indigo (L'écume des jours) (2013)
3521,3.75,2,"Century of the Self, The (2002)"
3522,3.5,2,Crystal Fairy & the Magical Cactus and 2012 (2013)
3523,1.0,1,Bad Milo (Bad Milo!) (2013)
3524,2.25,2,Runner Runner (2013)
3525,3.25,2,Blue Is the Warmest Color (La vie d'Adèle) (2013)
3526,2.25,2,Cloudy with a Chance of Meatballs 2 (2013)
3527,4.0476190476190474,21,Captain Phillips (2013)
3528,4.0,2,Machete Kills (Machete 2) (2013)
3529,4.5,2,Filth (2013)
3530,4.0,4,Escape Plan (2013)
3531,2.5,2,Carrie (2013)
3532,4.5,1,UnHung Hero (2013)
3533,1.5,1,"Counselor, The (2013)"
3534,3.0,1,Escape From Tomorrow (2013)
3535,4.0,1,"Double, The (2013)"
3536,3.625,16,12 Years a Slave (2013)
3537,3.625,4,All Is Lost (2013)
3538,3.4375,16,Ender's Game (2013)
3539,3.25,2,Jackass Presents: Bad Grandpa (2013)
3540,3.3095238095238093,21,Thor: The Dark World (2013)
3541,3.9705882352941178,17,Dallas Buyers Club (2013)
3542,3.5,1,"Selfish Giant, The (2013)"
3543,2.0,2,Last Vegas (2013)
3544,3.25,2,Philomena (2013)
3545,3.0,1,"Book Thief, The (2013)"
3546,3.6346153846153846,26,The Hunger Games: Catching Fire (2013)
3547,3.58,25,"Hobbit: The Desolation of Smaug, The (2013)"
3548,2.642857142857143,7,47 Ronin (2013)
3549,2.875,4,Delivery Man (2013)
3550,1.5,1,Charlie Countryman (2013)
3551,4.5,1,Red Flag (2012)
3552,4.571428571428571,7,"Day of the Doctor, The (2013)"
3553,3.0,1,Guilty of Romance (Koi no tsumi) (2011) 
3554,3.6206896551724137,29,Frozen (2013)
3555,3.642857142857143,7,Inside Llewyn Davis (2013)
3556,3.9166666666666665,54,"Wolf of Wall Street, The (2013)"
3557,3.0,1,Homefront (2013)
3558,3.75,2,Mandela: Long Walk to Freedom (2013)
3559,2.5,3,Evangelion: 3.0 You Can (Not) Redo (2012)
3560,1.5,1,All is Bright (2013)
3561,4.0,1,Tim's Vermeer (2013)
3562,3.25,16,American Hustle (2013)
3563,4.0,20,"Secret Life of Walter Mitty, The (2013)"
3564,3.92,25,Her (2013)
3565,3.0,1,RoboGeisha (Robo-geisha) (2009)
3566,3.0,2,Lone Survivor (2013)
3567,3.6875,8,Saving Mr. Banks (2013)
3568,3.0,2,Oldboy (2013)
3569,2.5,1,Dampfnudelblues (2013)
3570,3.3636363636363638,11,Anchorman 2: The Legend Continues (2013)
3571,3.4285714285714284,21,Snowpiercer (2013)
3572,3.0,1,Haunter (2013)
3573,4.0,1,Wrong Cops (2013)
3574,1.5,1,"Muppet Christmas: Letters to Santa, A (2008)"
3575,4.5,1,Ninja: Shadow of a Tear (2013)
3576,2.75,2,"Fuck You, Goethe (Fack Ju Göhte) (2013)"
3577,4.5,1,High School (2010)
3578,2.5,2,Grudge Match (2013)
3579,3.0,1,Highlander: The Search for Vengeance (2007)
3580,5.0,1,Only Lovers Left Alive (2013)
3581,2.0,1,Bad Karma (2012)
3582,5.0,1,Hunting Elephants (2013)
3583,4.0,2,Dragon Ball Z: Battle of Gods (2013)
3584,2.0,1,Freezer (2014)
3585,2.25,2,We Are What We Are (2013)
3586,5.0,1,Chinese Puzzle (Casse-tête chinois) (2013)
3587,3.1666666666666665,6,Ride Along (2014)
3588,2.0,2,Jack Ryan: Shadow Recruit (2014)
3589,3.0,18,Divergent (2014)
3590,3.5,1,Hotel Chevalier (Part 1 of 'The Darjeeling Limited') (2007)
3591,4.5,1,Ernest & Célestine (Ernest et Célestine) (2012)
3592,2.0,1,Drift (2013)
3593,2.25,2,"I, Frankenstein (2014)"
3594,1.5,1,Better Living Through Chemistry (2014)
3595,4.25,2,Nymphomaniac: Volume I (2013)
3596,3.5,7,Enemy (2013)
3597,5.0,1,Wonder Woman (2009)
3598,2.6666666666666665,6,"Monuments Men, The (2014)"
3599,3.870967741935484,31,The Lego Movie (2014)
3600,2.3333333333333335,6,RoboCop (2014)
3601,3.3333333333333335,3,"Art of the Steal, The (2013)"
3602,4.5,1,Nymphomaniac: Volume II (2013)
3603,2.25,2,Knights of Badassdom (2013)
3604,4.5,1,Venus in Fur (La Vénus à la fourrure) (2013)
3605,2.0,1,Date and Switch (2014)
3606,3.0,3,"Zero Theorem, The (2013)"
3607,1.5,1,Winter's Tale (2014)
3608,5.0,1,On the Other Side of the Tracks (De l'autre côté du périph) (2012)
3609,3.0,1,GLOW: The Story of the Gorgeous Ladies of Wrestling (2012)
3610,2.0,1,Cold Comes the Night (2013)
3611,4.0,1,Chouchou (2003)
3612,2.5,1,Someone Marry Barry (2014)
3613,2.25,2,About Last Night (2014)
3614,3.7788461538461537,52,"Grand Budapest Hotel, The (2014)"
3615,3.5,1,"Oversimplification of Her Beauty, An (2012)"
3616,2.0,1,Bring It On: Fight to the Finish (2009)
3617,2.625,4,That Awkward Moment (2014)
3618,3.993150684931507,73,Interstellar (2014)
3619,1.0,2,3 Days to Kill (2014)
3620,2.0,2,Welcome to the Jungle (2013)
3621,3.25,4,Non-Stop (2014)
3622,4.0,1,Wrinkles (Arrugas) (2011)
3623,5.0,1,"Garden of Words, The (Koto no ha no niwa) (2013)"
3624,2.125,4,300: Rise of an Empire (2014)
3625,5.0,1,Particle Fever (2013)
3626,3.5,1,"Bag Man, The (2014)"
3627,3.25,4,Mr. Peabody & Sherman (2014)
3628,2.75,2,Under the Skin (2013)
3629,3.75,2,Need for Speed (2014)
3630,3.0,2,Barefoot (2014)
3631,1.75,2,Veronica Mars (2014)
3632,2.0,3,Bad Words (2013)
3633,0.5,1,Son of God (2014)
3634,3.0,1,Puss in Boots: The Three Diablos (2012)
3635,4.25,2,Why Don't You Play In Hell? (Jigoku de naze warui) (2013)
3636,4.5,1,Ocho apellidos vascos (2014)
3637,3.7419354838709675,31,Captain America: The Winter Soldier (2014)
3638,2.8,5,Noah (2014)
3639,4.333333333333333,3,"Nut Job, The (2014)"
3640,3.5,1,13 Sins (2014)
3641,3.3333333333333335,3,Muppets Most Wanted (2014)
3642,4.5,1,Me and you (io e te) (2012)
3643,4.5,1,Free to Play (2014)
3644,4.0,1,"Unknown Known, The (2013)"
3645,3.9285714285714284,7,The Raid 2: Berandal (2014)
3646,2.6363636363636362,11,The Amazing Spider-Man 2 (2014)
3647,4.0,1,Calvary (2014)
3648,4.5,1,Oculus (2013)
3649,0.5,1,God's Not Dead (2014)
3650,2.5,1,Cold in July (2014)
3651,2.0,2,Rio 2 (2014)
3652,3.75,2,"Honest Liar, An (2014)"
3653,4.0,1,Fading Gigolo (2013)
3654,2.2857142857142856,7,Transcendence (2014)
3655,4.0,1,Hatchet III (2013)
3656,2.9166666666666665,6,"Other Woman, The (2014)"
3657,0.5,1,"Haunted House 2, A (2014)"
3658,2.5,1,Mulan II (2004)
3659,1.5,1,Brick Mansions (2014)
3660,3.8333333333333335,3,Locke (2013)
3661,3.2916666666666665,12,Neighbors (2014)
3662,4.5,1,Alpha and Omega 3: The Great Wolf Games (2014)
3663,1.5,1,Mom's Night Out (2014)
3664,2.8214285714285716,14,Lucy (2014)
3665,3.8333333333333335,30,X-Men: Days of Future Past (2014)
3666,2.6153846153846154,13,Godzilla (2014)
3667,2.5,1,Walk of Shame (2014)
3668,4.0,1,Blue Ruin (2013)
3669,2.75,2,Chef (2014)
3670,3.5,1,Afflicted (2013)
3671,3.8125,8,Blended (2014)
3672,4.0,3,Begin Again (2013)
3673,2.75,16,Maleficent (2014)
3674,2.5,2,Zombeavers (2014)
3675,1.5,1,At Middleton (2013)
3676,3.5,1,"Dance of Reality, The (Danza de la realidad, La) (2013)"
3677,2.9583333333333335,12,A Million Ways to Die in the West (2014)
3678,3.977272727272727,44,Edge of Tomorrow (2014)
3679,3.6470588235294117,17,Mission: Impossible - Rogue Nation (2015)
3680,0.5,1,Midnight Chronicles (2009)
3681,3.0,1,Million Dollar Arm (2014)
3682,3.0,1,G.B.F. (2013)
3683,3.5,1,Jimi: All Is by My Side (2013)
3684,3.5,1,Bad Asses (Bad Ass 2) (2014)
3685,4.5,1,Lilting (2014)
3686,3.388888888888889,9,The Fault in Our Stars (2014)
3687,3.8333333333333335,3,Tangled Ever After (2012)
3688,3.5,1,Maps to the Stars (2014)
3689,3.6842105263157894,19,22 Jump Street (2014)
3690,3.2777777777777777,9,"Equalizer, The (2014)"
3691,3.7666666666666666,15,How to Train Your Dragon 2 (2014)
3692,3.3461538461538463,26,Birdman: Or (The Unexpected Virtue of Ignorance) (2014)
3693,3.823529411764706,17,Boyhood (2014)
3694,1.5,1,Think Like a Man Too (2014)
3695,2.5,1,Jersey Boys (2014)
3696,4.5,1,"Internet's Own Boy: The Story of Aaron Swartz, The (2014)"
3697,1.875,4,Transformers: Age of Extinction (2014)
3698,4.333333333333333,3,Frank (2014)
3699,2.0,1,They Came Together (2014)
3700,3.5,1,Honey (Miele) (2013)
3701,2.25,2,Planes: Fire & Rescue (2014)
3702,2.0,2,Tammy (2014)
3703,5.0,1,Colourful (Karafuru) (2010)
3704,4.5,3,"Babadook, The (2014)"
3705,4.0394736842105265,38,Whiplash (2014)
3706,3.7162162162162162,37,Gone Girl (2014)
3707,4.0,1,"Angriest Man in Brooklyn, The (2014)"
3708,3.433333333333333,15,Dawn of the Planet of the Apes (2014)
3709,3.0,1,Deliver Us from Evil (2014)
3710,2.0,1,And So It Goes (2014)
3711,2.6,5,Sex Tape (2014)
3712,3.8333333333333335,3,I Origins (2014)
3713,3.3,5,"Purge: Anarchy, The (2014)"
3714,4.0508474576271185,59,Guardians of the Galaxy (2014)
3715,4.5,1,"Signal, The (2014)"
3716,3.5,3,The Expendables 3 (2014)
3717,2.0,4,Hercules (2014)
3718,4.5,1,A Most Wanted Man (2014)
3719,3.5,1,Life After Beth (2014)
3720,3.0,1,Felony (2013)
3721,3.5,1,Get on Up (2014)
3722,3.0,1,Magic in the Moonlight (2014)
3723,4.25,2,Housebound (2014)
3724,4.5,1,The Hundred-Foot Journey (2014)
3725,3.0,1,Batman: Assault on Arkham (2014)
3726,4.0,1,White Frog (2012)
3727,3.5,1,"Den, The (2013)"
3728,2.0,2,Jupiter Ascending (2015)
3729,2.75,4,Teenage Mutant Ninja Turtles (2014)
3730,1.5,1,I'll Follow You Down (2013)
3731,2.3,5,"Giver, The (2014)"
3732,4.0,1,"Pretty One, The (2013)"
3733,1.5,1,Revenge of the Green Dragons (2014)
3734,3.1,5,Let's Be Cops (2014)
3735,3.5,2,"Inbetweeners 2, The (2014)"
3736,4.0,1,"Sacrament, The (2013)"
3737,3.25,4,Sin City: A Dame to Kill For (2014)
3738,2.0,1,If I Stay (2014)
3739,3.5,1,"Two Days, One Night (Deux jours, une nuit) (2014)"
3740,4.0,2,Coherence (2013)
3741,3.0,1,"As Above, So Below (2014)"
3742,5.0,1,"One I Love, The (2014)"
3743,2.5,1,Headshot (2011)
3744,4.0,1,"Guest, The (2014)"
3745,4.0,2,Pride (2014)
3746,3.5,1,Honeymoon (2014)
3747,2.8333333333333335,3,The Drop (2014)
3748,4.0,1,"20,000 Days on Earth (2014)"
3749,3.3333333333333335,3,The Skeleton Twins (2014)
3750,2.5,1,Beautiful Losers (2008)
3751,2.9375,16,"Maze Runner, The (2014)"
3752,3.5,1,Camp X-Ray (2014)
3753,3.0,1,"Walk Among the Tombstones, A (2014)"
3754,5.0,1,Laggies (2014)
3755,1.5,1,Cesar Chavez (2014)
3756,1.5,1,Who Am I (Kein System Ist Sicher) (2014)
3757,1.0,1,"Tale of Princess Kaguya, The (Kaguyahime no monogatari) (2013)"
3758,2.75,2,This Is Where I Leave You (2014)
3759,3.8,15,American Sniper (2014)
3760,3.5,1,Tusk (2014)
3761,4.25,2,Hector and the Search for Happiness (2014)
3762,3.0,1,Horns (2014)
3763,3.0,2,Annabelle (2014)
3764,2.8333333333333335,3,Two Night Stand (2014)
3765,3.5,4,Dracula Untold (2014)
3766,2.1666666666666665,3,Stretch (2014)
3767,3.0,1,Autómata (Automata) (2014)
3768,2.0,1,"Captive, The (2014)"
3769,3.9,10,Predestination (2014)
3770,2.0,1,Justin and the Knights of Valour (2013)
3771,3.5,1,Ward 13 (2003)
3772,4.833333333333333,3,What We Do in the Shadows (2014)
3773,3.8448275862068964,29,John Wick (2014)
3774,2.0,1,Plastic (2014)
3775,2.5,1,"Judge, The (2014)"
3776,3.0,1,"Culture High, The (2014)"
3777,3.769230769230769,13,Fury (2014)
3778,3.0,1,"Salvation, The (2014)"
3779,3.25,2,St. Vincent (2014)
3780,3.5,1,"Rewrite, The (2014)"
3781,4.166666666666667,18,Nightcrawler (2014)
3782,3.8536585365853657,41,Big Hero 6 (2014)
3783,4.0,2,The Book of Life (2014)
3784,3.5,1,"Love, Rosie (2014)"
3785,3.8333333333333335,3,Time Lapse (2014)
3786,3.9107142857142856,28,Ex Machina (2015)
3787,3.0,1,Mr Hublot (2013)
3788,4.5,1,Copenhagen (2014)
3789,3.6666666666666665,3,"Simpsons: The Longest Daycare, The (2012)"
3790,4.0,1,Generation War (2013)
3791,2.0,1,Leviathan (2014)
3792,2.5,1,Reign of Assassins (2010)
3793,1.5,1,Zulu (2013)
3794,4.5,1,Tangerines (2013)
3795,3.0,1,Life Partners (2014)
3796,1.5,1,Drive Hard (2014)
3797,3.0,1,New Kids Nitro (2011)
3798,3.0,1,Stalingrad (2013)
3799,4.0,2,Dead Snow 2: Red vs. Dead (2014) 
3800,4.0,1,You Are the Apple of My Eye (2011)
3801,3.5,1,DeadHeads (2011)
3802,4.02,50,The Imitation Game (2014)
3803,3.6666666666666665,6,Inherent Vice (2014)
3804,4.5,1,Rudderless (2014)
3805,3.869565217391304,23,The Hunger Games: Mockingjay - Part 1 (2014)
3806,2.5,1,Sex Ed (2014)
3807,2.75,2,Exodus: Gods and Kings (2014)
3808,4.25,10,Wild Tales (2014)
3809,2.3333333333333335,3,Dumb and Dumber To (2014)
3810,1.5,1,The Longest Week (2014)
3811,2.5,1,Miss Meadows (2014)
3812,3.0,2,Too Many Cooks (2014)
3813,3.5,1,Painted Skin (2008)
3814,3.7058823529411766,17,The Theory of Everything (2014)
3815,4.5,3,Doctor Who: The Time of the Doctor (2013)
3816,4.0,1,Virunga (2014)
3817,3.5,1,The Madagascar Penguins in a Christmas Caper (2005)
3818,3.0,1,Song of the Sea (2014)
3819,3.5,3,In the Heart of the Sea (2015)
3820,3.0,1,Hello Ladies: The Movie (2014)
3821,3.260869565217391,23,Jurassic World (2015)
3822,5.0,1,Watermark (2014)
3823,3.875,4,Citizenfour (2014)
3824,3.75,2,Asterix: The Land of the Gods (Astérix: Le domaine des dieux) (2014)
3825,2.5,1,Hit by Lightning (2014)
3826,3.6363636363636362,11,Horrible Bosses 2 (2014)
3827,4.5,1,Dragonheart 2: A New Beginning (2000)
3828,3.7,5,Penguins of Madagascar (2014)
3829,4.0,1,'71 (2014)
3830,3.0,1,The Rabbi's Cat (Le chat du rabbin) (2011)
3831,3.8,5,Still Alice (2014)
3832,4.0,4,Paddington (2014)
3833,1.8333333333333333,6,Maze Runner: Scorch Trials (2015)
3834,3.5,1,Ice Age: A Mammoth Christmas (2011)
3835,3.5,1,The Voices (2014)
3836,2.5,1,The Green Prince (2014)
3837,1.5,1,Dying of the Light (2014)
3838,5.0,1,Hellbenders (2012)
3839,2.0,1,By the Gun (2014)
3840,3.0,1,Kill the Messenger (2014)
3841,1.5,1,Bring It On: In It To Win It (2007)
3842,3.5,2,The Mule (2014)
3843,3.4166666666666665,18,The Hobbit: The Battle of the Five Armies (2014)
3844,2.5,2,Selma (2014)
3845,2.5,3,Unbroken (2014)
3846,4.0,1,Black Sea (2015)
3847,3.5,1,Good Copy Bad Copy (2007)
3848,2.0,1,Playing It Cool (2014)
3849,5.0,1,National Lampoon's Bag Boy (2007)
3850,4.0,1,Closer to the Moon (2013)
3851,3.5,2,"Girl Walks Home Alone at Night, A (2014)"
3852,4.25,2,Dave Chappelle: For What it's Worth (2004)
3853,5.0,1,Scooby-Doo! Abracadabra-Doo (2010)
3854,4.0,1,Mommy (2014)
3855,2.9,5,Wild (2014)
3856,3.0,2,Top Five (2014)
3857,4.5,1,Bill Burr: I'm Sorry You Feel That Way (2014)
3858,3.75,2,Big Eyes (2014)
3859,2.8,5,Into the Woods (2014)
3860,2.0,1,"Men, Women & Children (2014)"
3861,3.4583333333333335,12,The Interview (2014)
3862,3.986111111111111,36,Kingsman: The Secret Service (2015)
3863,4.5,1,Bill Burr: You People Are All the Same (2012)
3864,3.5,6,Night at the Museum: Secret of the Tomb (2014)
3865,3.5,1,Paradox (2010)
3866,2.5,1,The Punisher: Dirty Laundry (2012)
3867,2.25,2,Seventh Son (2014)
3868,3.5,1,Corner Gas: The Movie (2014)
3869,2.0,1,A Merry Friggin' Christmas (2014)
3870,5.0,1,Into the Forest of Fireflies' Light (2011)
3871,5.0,1,PK (2014)
3872,3.25,10,Chappie (2015)
3873,4.333333333333333,3,The Salt of the Earth (2014)
3874,4.5,1,The Fool (2014)
3875,2.7,5,Taken 3 (2015)
3876,2.5,2,Blackhat (2015)
3877,2.5,1,Son of a Gun (2014)
3878,2.5,9,Terminator Genisys (2015)
3879,4.0,1,John Mulaney: New In Town (2012)
3880,4.5,1,Patton Oswalt: My Weakness Is Strong (2009)
3881,3.0,1,Man on High Heels (2014)
3882,4.0,1,Space Buddies (2009)
3883,2.0,1,Houdini (2014)
3884,2.5,1,101 Dalmatians II: Patch's London Adventure (2003)
3885,2.5,1,The Hungover Games (2014)
3886,3.5,1,The Duke of Burgundy (2014)
3887,4.0,1,Red Army (2014)
3888,4.125,4,It Follows (2014)
3889,3.0,1,The Town that Dreaded Sundown (2014)
3890,4.5,1,Bill Burr: Let It Go (2010)
3891,4.5,1,Bill Burr: Why Do I Do This? (2008)
3892,4.5,1,Killer Movie (2008)
3893,3.5,1,Sebastian Maniscalco: What's Wrong with People? (2012)
3894,5.0,1,Stuart Little 3: Call of the Wild (2005)
3895,5.0,1,Guy X (2005)
3896,0.5,1,Tooth Fairy 2 (2012)
3897,2.5,1,The Diary of Anne Frank (2009)
3898,1.5,1,Wicked Blood (2014)
3899,3.8191489361702127,47,Mad Max: Fury Road (2015)
3900,2.5,2,Insidious: Chapter 3 (2015)
3901,3.8536585365853657,41,Star Wars: Episode VII - The Force Awakens (2015)
3902,0.5,1,Ben-hur (2016)
3903,3.4166666666666665,6,Warcraft (2016)
3904,3.5185185185185186,27,Avengers: Age of Ultron (2015)
3905,3.7857142857142856,7,Pirates of the Caribbean: Dead Men Tell No Tales (2017)
3906,2.5,6,Justice League (2017)
3907,3.7222222222222223,27,Ant-Man (2015)
3908,2.1,5,Fantastic Four (2015)
3909,3.8333333333333335,54,Deadpool (2016)
3910,3.727272727272727,11,Black Panther (2017)
3911,4.0,13,Avengers: Infinity War - Part I (2018)
3912,4.025,20,Thor: Ragnarok (2017)
3913,3.925925925925926,27,Guardians of the Galaxy 2 (2017)
3914,3.6136363636363638,22,Captain America: Civil War (2016)
3915,3.7045454545454546,22,Doctor Strange (2016)
3916,3.0714285714285716,14,X-Men: Apocalypse (2016)
3917,4.15625,16,Untitled Spider-Man Reboot (2017)
3918,2.0,1,Elsa & Fred (2014)
3919,4.5,1,Jim Jefferies: I Swear to God (2009)
3920,1.0,1,In the Name of the King III (2014)
3921,2.75,2,Cake (2014)
3922,4.5,1,Kevin Smith: Too Fat For 40 (2010)
3923,5.0,1,"Snowflake, the White Gorilla (2011)"
3924,5.0,1,Delirium (2014)
3925,2.0,1,The Gambler (2014)
3926,3.0,1,Mortdecai (2015)
3927,1.0,3,Fifty Shades of Grey (2015)
3928,3.75,2,Halloweentown High (2004)
3929,1.5,1,American Heist (2015)
3930,4.75,2,The Pacific (2010)
3931,3.0,1,Strange Magic (2015)
3932,3.25,6,The DUFF (2015)
3933,4.0,1,"Daddy, I'm A Zombie (2012)"
3934,5.0,1,The Fox and the Hound 2 (2006)
3935,3.75,4,Project Almanac (2015)
3936,4.375,4,Louis C.K.: Live at The Comedy Store (2015)
3937,3.875,4,Brooklyn (2015)
3938,4.0,1,The End of the Tour (2015)
3939,4.5,1,Experimenter (2015)
3940,4.0,1,Mistress America (2015)
3941,2.0,1,Zipper (2015)
3942,3.5,1,A Walk in the Woods (2015)
3943,3.25,2,True Story (2015)
3944,3.0,1,Kurt Cobain: Montage of Heck (2015)
3945,4.25,2,Going Clear: Scientology and the Prison of Belief (2015)
3946,3.5,1,"What Happened, Miss Simone? (2015)"
3947,3.5,1,A Story of Children and Film (2013)
3948,4.0,1,"Story of Film: An Odyssey, The (2011)"
3949,4.0,1,Eden (2014)
3950,2.0,1,The D Train (2015)
3951,3.5833333333333335,6,Dope (2015)
3952,3.75,6,Me and Earl and the Dying Girl (2015)
3953,3.75,2,The Overnight (2015)
3954,4.5,1,The Stanford Prison Experiment (2015)
3955,4.0,2,A Pigeon Sat on a Branch Reflecting on Existence (2014)
3956,1.5,1,The Loft (2014)
3957,1.0,1,Vice (2015)
3958,4.0,1,Family Guy Presents: Blue Harvest (2007)
3959,4.5,1,Kevin Hart: I'm a Grown Little Man (2009)
3960,4.0,1,Jim Norton: American Degenerate (2013)
3961,4.5,1,Jim Jefferies: BARE (2014)
3962,3.75,18,The Hateful Eight (2015)
3963,4.0,1,Patton Oswalt: Tragedy Plus Comedy Equals Time (2014)
3964,3.0,1,Wild Card (2015)
3965,2.0,2,Paper Towns (2015)
3966,3.8,5,The Wedding Ringer (2015)
3967,3.5,1,Wyrmwood (2015)
3968,1.0,1,The Boy Next Door (2015)
3969,4.0,1,Boy Meets Girl (2015)
3970,3.9,5,Victoria (2015)
3971,2.5,1,The Dark Valley (2014)
3972,3.5,1,I'm Here (2010)
3973,3.5,1,The Last Five Years (2014)
3974,3.5,1,Crimson Peak (2015)
3975,4.0,1,Dragonheart 3: The Sorcerer's Curse (2015)
3976,4.0,1,The Forgotten Space (2010)
3977,4.0,1,Cloudburst (2011)
3978,5.0,1,Tom Segura: Completely Normal (2014)
3979,4.0,2,Stitch! The Movie (2003)
3980,2.875,4,Hot Tub Time Machine 2 (2015)
3981,4.5,1,Johnny Express (2014)
3982,2.0,1,Northmen - A Viking Saga (2014)
3983,0.5,1,Superfast! (2015)
3984,4.0,1,Reality (2014)
3985,1.5,1,Julia (2014)
3986,3.25,10,Focus (2015)
3987,2.75,2,Marvel One-Shot: Item 47 (2012)
3988,3.0,2,The Second Best Exotic Marigold Hotel (2015)
3989,5.0,1,George Carlin: It's Bad for Ya! (2008)
3990,1.0,1,Tracers (2015)
3991,3.5,1,"McFarland, USA (2015)"
3992,2.25,2,Unfinished Business (2015)
3993,2.5,1,Ghost in the Shell Arise - Border 1: Ghost Pain (2013)
3994,2.1666666666666665,3,Run All Night (2015)
3995,3.0,1,Digging Up the Marrow (2014)
3996,3.5,1,Clown (2014)
3997,4.0,1,Cinderella (2015)
3998,2.0,1,Kidnapping Mr. Heineken (2015)
3999,3.75,2,The Cobbler (2015)
4000,4.0,1,Ruby Red (2013)
4001,2.5,3,Pan (2015)
4002,4.0,1,While We're Young (2014)
4003,2.8333333333333335,6,Insurgent (2015)
4004,4.0,3,The Amazing Screw-On Head (2006)
4005,3.25,8,Home (2015)
4006,2.375,4,Midnight Special (2015)
4007,4.0,1,"Gunman, The (2015)"
4008,2.75,6,Furious 7 (2015)
4009,3.0,1,The Final Girls (2015)
4010,4.5,1,Spring (2015)
4011,4.0,1,Power/Rangers (2015)
4012,5.0,1,George Carlin: Life Is Worth Losing (2005)
4013,4.5,1,Legend No. 17 (2013)
4014,3.125,8,Get Hard (2015)
4015,4.5,1,That Sugar Film (2014)
4016,5.0,1,Saving Santa (2013)
4017,5.0,1,Tom and Jerry: A Nutcracker Tale (2007)
4018,5.0,1,What Men Talk About (2010)
4019,3.0,1,Kill Me Three Times (2014)
4020,2.0,1,Poker Night (2014)
4021,3.0,2,Shaun the Sheep Movie (2015)
4022,3.0,3,Last Knights (2015)
4023,5.0,1,The Jinx: The Life and Deaths of Robert Durst (2015)
4024,3.0,1,Batman vs. Robin (2015)
4025,3.0,1,Libre et assoupi (2014)
4026,4.0,1,Woman in Gold (2015)
4027,3.75,2,Iliza Shlesinger: Freezing Hot (2015)
4028,4.5,1,The Road Within (2014)
4029,2.5,7,Tomorrowland (2015)
4030,5.0,1,Buzzard (2015)
4031,2.75,4,Paul Blart: Mall Cop 2 (2015)
4032,5.0,1,Seve (2014)
4033,1.0,1,Breathe (2014)
4034,3.25,2,Da Sweet Blood of Jesus (2014)
4035,1.75,2,The Longest Ride (2015)
4036,3.5,1,Girltrash: All Night Long (2014)
4037,1.0,1,Sword of Vengeance (2014)
4038,2.0,1,Lovesick (2014)
4039,4.5,1,Danny Collins (2015)
4040,3.5,1,The Even Stevens Movie (2003)
4041,1.5,1,Kite (2014)
4042,3.75,2,Man Up (2015)
4043,1.875,4,San Andreas (2015)
4044,3.0,2,Welcome to Me (2014)
4045,3.0,1,Comedy Central Roast of James Franco (2013)
4046,4.0,1,We Could Be King (2014)
4047,1.5,1,Hitman: Agent 47 (2015)
4048,3.5,1,B/W (2015)
4049,2.0,1,Ricki and the Flash (2015)
4050,2.0,1,Partisan (2015)
4051,1.5,1,Infini (2015)
4052,3.4444444444444446,9,Pitch Perfect 2 (2015)
4053,1.0,1,Just Before I Go (2014)
4054,4.0,1,Carol (2015)
4055,4.0,7,The Lobster (2015)
4056,3.0,1,Güeros (2014)
4057,2.0,1,Maggie (2015)
4058,1.5,1,Hot Pursuit (2015)
4059,4.25,2,Slow West (2015)
4060,3.5,1,The Green Inferno (2014)
4061,4.5,1,Barely Lethal (2015)
4062,5.0,1,What Love Is (2007)
4063,2.5,1,5 to 7 (2014)
4064,5.0,1,My Love (2006)
4065,5.0,1,Radio Day (2008)
4066,4.0,48,The Martian (2015)
4067,1.5,1,Return to Sender (2015)
4068,3.7142857142857144,7,Kung Fury (2015)
4069,4.5,1,Elections Day (2007)
4070,3.5,4,Youth (2015)
4071,0.5,1,Survivor (2015)
4072,3.0,1,Hot Girls Wanted (2015)
4073,4.5,1,Phir Hera Pheri (2006)
4074,3.6875,16,Spy (2015)
4075,3.2,10,Trainwreck (2015)
4076,3.0,1,Turtle Power: The Definitive History of the Teenage Mutant Ninja Turtles (2014)
4077,0.5,1,Aloha (2015)
4078,2.0,1,Dragon Blade (2015)
4079,2.0,1,Entourage (2015)
4080,5.0,1,Bitter Lake (2015)
4081,2.0,1,No Way Jose (2015)
4082,5.0,1,Ghost Graduation (2012)
4083,3.813953488372093,43,Inside Out (2015)
4084,3.5,1,The Wolfpack (2015)
4085,2.5,1,Trevor Noah: African American (2013)
4086,4.333333333333333,3,Love & Mercy (2014)
